,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
892,中壢區,房地(土地+建物),桃園市中壢區新興路２３０巷５２號十二樓,10.55,都市：其他:商業區,,,1110102,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000905,89.82,2,2,2,有,有,8150000,90737,,0.0,0,,RPWONLOKJHHGFBH38DA,55.86,0.0,3.0,有,
904,中壢區,房地(土地+建物)+車位,桃園市中壢區龍和三街１之７號五樓,9.52,都市：其他:住宅區,,,1110223,土地1建物1車位1,五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,104.96000000000001,3,2,2,有,有,5500000,52401,坡道機械,0.0,0,,RPQQMLNLKHHGFBH97DA,62.96,1.85,8.48,有,
907,中壢區,房地(土地+建物),桃園市中壢區中美路一段１８號九樓,5.11,都市：其他:商業區,,,1110116,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861013,72.27000000000001,2,1,1,有,有,3980000,55071,,0.0,0,,RPOOMLOJLHHGFBH57DA,38.88,0.0,8.64,有,265.0
914,中壢區,房地(土地+建物)+車位,桃園市中壢區青埔四街１７５號七樓,55.19,都市：其他:住宅區,,,1101127,土地1建物1車位3,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050810,333.73,4,2,3,有,有,32250000,106485,坡道平面,63.27,3450000,,RPQNMLLKLHHGFBH47DA,158.16,0.0,17.84,有,
915,中壢區,房地(土地+建物)+車位,桃園市中壢區青埔四街１７５號,60.55,都市：其他:住宅區,,,1101207,土地1建物1車位3,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050810,359.68,4,2,3,有,有,33860000,101582,坡道平面,63.27,3750000,,RPRNMLLKLHHGFBH57DA,172.05,0.0,20.79,有,
919,中壢區,房地(土地+建物)+車位,桃園市中壢區松信路１６號二樓之３,10.77,都市：其他:商業區,,,1101210,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090817,121.86,2,2,1,有,有,7500000,61546,坡道平面,28.42,0,,RPVOMLOKLHHGFBH38DA,55.55,0.0,8.08,有,273.0
922,大溪區,房地(土地+建物)+車位,桃園市大溪區員林路一段３巷３１號七樓,66.02,都市：其他:第二種住宅區,,,1110116,土地5建物1車位2,七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030926,295.09000000000003,3,2,2,有,有,14780000,50086,坡道平面,71.86,0,包含公共設施保留地用地；,RPTOMLMLKHHGFCH08DA,130.8,0.0,18.69,有,275.0
942,楊梅區,房地(土地+建物),桃園市楊梅區青山一街１０５之３號八樓,16.07,都市：其他:住宅區,,,1110212,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080418,92.98,2,1,1,有,有,5950000,63992,,0.0,0,,RPXPMLOKLHHGFDH88DA,57.7,0.0,6.26,有,282.0
946,楊梅區,房地(土地+建物),桃園市楊梅區裕成南路３４８號,13.83,,山坡地保育區,丙種建築用地,1110228,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861224,95.03,2,2,2,有,有,2400000,25255,,0.0,0,,RPUNMLQKLHHGFDH58DA,69.35,0.0,9.03,有,283.0
947,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區南順七街２６號六樓之１,23.77,都市：其他:住宅區,,,1110118,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881230,163.28,3,2,2,有,有,12200000,74718,坡道平面,0.0,1300000,其他增建；,RPPQMLSKJHHGFEH48DA,95.51,0.0,9.82,有,284.0
952,楊梅區,房地(土地+建物),桃園市楊梅區青山五街２１號１４樓之６,7.9,都市：其他:住宅區,,,1110110,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840324,41.34,1,0,1,有,有,1100000,26609,,0.0,0,其他增建；,RPQPMLPKLHHGFDH28DA,23.03,0.0,2.95,有,285.0
955,楊梅區,房地(土地+建物)+車位,桃園市楊梅區梅獅路二段５８號三樓,24.84,都市：其他:住宅區,,,1110215,土地1建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050811,152.58999999999997,3,2,2,有,有,9250000,60620,坡道平面,27.28,0,,RPXNMLTJLHHGFDH09DA,77.79,2.13,7.35,有,287.0
960,蘆竹區,房地(土地+建物)+車位,桃園市蘆竹區中正路２９５號十三樓之５,10.5,都市：其他:住宅區,,,1110205,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910523,134.29,2,1,1,有,有,10480000,78040,坡道平面,0.0,0,,RPQPMLKKLHHGFEH87DA,68.7,0.0,8.05,有,
965,八德區,房地(土地+建物)+車位,桃園市八德區仁德一路１２５號六樓,31.54,都市：其他:第二種住宅區,,,1101225,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030811,169.71,3,2,2,有,有,10500000,61870,坡道平面,0.0,0,,RPRVMLOKJHHGFFH88DA,79.75,8.76,6.55,有,289.0
967,八德區,房地(土地+建物)+車位,桃園市八德區高城八街７２之３號六樓,14.77,都市：其他:商業區,,,1110117,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950329,144.75,2,2,1,有,有,7800000,53886,坡道平面,0.0,0,,RPQOMLSKJHHGFFH48DA,75.77,0.85,7.72,有,
968,八德區,房地(土地+建物)+車位,桃園市八德區忠勇六街３號十七樓,42.46,都市：其他:商業區,,,1110217,土地1建物1車位2,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980506,405.14,3,3,2,有,有,26750000,66027,坡道平面,0.0,0,,RPUOMLRKKHHGFFH88DA,234.19,0.76,30.07,有,
973,平鎮區,房地(土地+建物)+車位,桃園市平鎮區振平街９０號六樓,25.15,都市：其他:商業區,,,1110211,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040712,204.5,3,2,2,有,有,14900000,72861,坡道平面,0.0,0,,RPSNMLQKKHHGFGH58DA,109.01,0.0,12.5,有,292.0
974,平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路２４８號七樓,22.75,都市：其他:住宅區,,,1110105,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021209,153.57,3,1,2,有,有,8800000,57303,坡道平面,0.0,0,,RPTPMLLKKHHGFGH38DA,75.58,2.66,9.87,有,293.0
977,八德區,房地(土地+建物),桃園市八德區陸光街６０巷１１之１號九樓,30.08,都市：其他:住宅區,,,1110302,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881125,157.84,3,2,2,有,有,7700000,48784,,0.0,0,,RPPNMLQKLHHGFFH28DA,100.43,0.0,10.22,有,
978,平鎮區,房地(土地+建物),桃園市平鎮區環南路二段２６８號十六樓之１,10.86,都市：其他:住宅區,,,1110211,土地2建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840421,116.67,3,2,2,有,有,6100000,52284,,0.0,0,,RPVNMLNLKHHGFGH68DA,87.56,0.0,9.23,有,
980,平鎮區,房地(土地+建物),桃園市平鎮區大連街１１６之１號十樓,8.75,都市：其他:商業區,,,1110123,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,89.61,2,1,1,有,有,6000000,66957,,0.0,0,,RPTPMLSJLHHGFGH09DA,57.63,0.0,3.63,有,296.0
981,平鎮區,房地(土地+建物)+車位,桃園市平鎮區大興街４０號二樓,13.8,都市：其他:商業區,,,1110305,土地2建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040416,124.34,2,2,1,有,有,7400000,59514,坡道平面,0.0,0,,RPUNMLTJLHHGFGH09DA,63.47,0.0,3.51,有,297.0
982,平鎮區,房地(土地+建物)+車位,桃園市平鎮區文心路１０８號八樓,12.77,都市：其他:商業區,,,1110219,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060817,122.34,2,2,1,有,有,8300000,67844,坡道平面,28.92,0,,RPPNMLMKLHHGFGH97DA,55.46,0.0,7.8,有,298.0
984,平鎮區,房地(土地+建物),桃園市平鎮區中豐路２０６號七樓之５,10.18,都市：其他:住宅區,,,1101231,土地1建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860501,83.34,2,1,1,有,有,3937000,47240,,0.0,0,,RPXOMLOKLHHGFGH09DA,51.03,0.0,7.7,有,
985,平鎮區,房地(土地+建物),桃園市平鎮區大連街１１２號五樓,9.13,都市：其他:商業區,,,1101229,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050701,93.49,2,1,1,有,有,6171000,66007,,0.0,0,,RPQNMLPKLHHGFGH38DA,57.63,0.0,6.27,有,300.0
986,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２０８號二十樓,9.5,都市：其他:中心商業區,,,1090426,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,117.11,2,2,2,有,有,8050000,71773,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPWOMLQKKHHGFHH56DA,56.39,1.3,5.22,有,
987,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１２號十五樓,9.06,都市：其他:中心商業區,,,1080916,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,113.16,2,2,1,有,有,7730000,70805,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPQPMLQKKHHGFHH68DA,52.62,1.3,6.31,有,
988,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１２號十七樓,9.06,都市：其他:中心商業區,,,1081116,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,113.16,2,2,1,有,有,7730000,71365,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPSPMLQKKHHGFHH88DA,52.62,1.3,6.31,有,
989,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號十五樓,12.81,都市：其他:中心商業區,,,1090725,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,10680000,73217,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPOQMLQKKHHGFHH58DA,76.42,1.68,7.62,有,
990,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號十七樓,12.81,都市：其他:中心商業區,,,1081221,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,10310000,69921,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPQQMLQKKHHGFHH78DA,76.42,1.68,7.62,有,
991,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號十九樓,12.81,都市：其他:中心商業區,,,1100807,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,11680000,79102,坡道平面,23.76,1600000,預售屋、或土地及建物分件登記案件；,RPSQMLQKKHHGFHH98DA,76.42,1.68,7.62,有,
992,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號二十二樓,12.81,都市：其他:中心商業區,,,1101021,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,12360000,85223,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPVQMLQKKHHGFHH66DA,76.42,1.68,7.62,有,
993,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號二十三樓,12.81,都市：其他:中心商業區,,,1090308,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,10600000,71412,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPWQMLQKKHHGFHH76DA,76.42,1.68,7.62,有,
994,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１６號二十四樓,12.81,都市：其他:中心商業區,,,1090904,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,151.19,3,2,2,有,有,10840000,74080,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPXQMLQKKHHGFHH86DA,76.42,1.68,7.62,有,
995,龜山區,房地(土地+建物),桃園市龜山區文化一路２１０號二十四樓,9.06,都市：其他:中心商業區,,,1090904,土地1建物1車位0,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,91.99000000000001,2,2,2,有,有,6960000,75660,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWRMLQKKHHGFHH86DA,55.75,1.3,4.77,有,
996,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９６號二十三樓,12.95,都市：其他:中心商業區,,,1100904,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,153.01,3,2,2,有,有,11900000,79691,坡道平面,23.76,1600000,預售屋、或土地及建物分件登記案件；,RPTTMLQKKHHGFHH76DA,77.4,1.68,7.91,有,
997,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９６號二十四樓,12.95,都市：其他:中心商業區,,,1100424,土地1建物1車位1,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,153.01,3,2,2,有,有,11600000,78530,坡道平面,23.76,1450000,預售屋、或土地及建物分件登記案件；,RPUTMLQKKHHGFHH86DA,77.4,1.68,7.91,有,
999,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９８號十五樓,9.93,都市：其他:中心商業區,,,1080811,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,121.6,2,2,2,有,有,8380000,71852,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPOPMLSKKHHGFHH68DA,59.46,1.3,4.91,有,
1000,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９８號十六樓,9.93,都市：其他:中心商業區,,,1080811,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,121.6,2,2,2,有,有,8380000,71852,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPPPMLSKKHHGFHH78DA,59.46,1.3,4.91,有,
1001,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９８號十九樓,9.93,都市：其他:中心商業區,,,1080927,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,121.6,2,2,2,有,有,8360000,72159,坡道平面,23.76,1300000,預售屋、或土地及建物分件登記案件；,RPSPMLSKKHHGFHH09DA,59.46,1.3,4.91,有,
1002,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路１９８號二十樓,9.93,都市：其他:中心商業區,,,1080908,土地1建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,121.6,2,2,2,有,有,8350000,72056,坡道平面,23.76,1300000,預售屋、或土地及建物分件登記案件；,RPTPMLSKKHHGFHH56DA,59.46,1.3,4.91,有,
1003,龜山區,房地(土地+建物)+車位,桃園市龜山區長峰路７６號十二樓之２,18.22,都市：其他:第二種住宅區,,,1110122,土地1建物1車位1,十二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030224,155.87,3,2,2,有,有,11500000,73779,坡道平面,28.83,0,,RPXQMLSKKHHGFHH07DA,79.66,5.67,3.71,有,301.0
1004,龜山區,房地(土地+建物),桃園市龜山區文化一路２０２號十七樓,8.78,都市：其他:中心商業區,,,1090301,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,89.12,2,2,1,有,有,6450000,72374,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRRMLSKKHHGFHH56DA,53.21,1.3,5.44,有,
1005,龜山區,房地(土地+建物),桃園市龜山區文化一路２０２號二十四樓,8.78,都市：其他:中心商業區,,,1100109,土地1建物1車位0,二十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,89.12,2,2,1,有,有,7020000,78770,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVRMLSKKHHGFHH96DA,53.21,1.3,5.44,有,
1006,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２６２號十八樓,12.95,都市：其他:中心商業區,,,1100818,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,153.68,3,2,2,有,有,12000000,81589,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPPSMLSKKHHGFHH09DA,77.85,1.68,8.13,有,
1007,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２６２號二十一樓,12.95,都市：其他:中心商業區,,,1100908,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,153.68,3,2,2,有,有,12180000,82204,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPTSMLSKKHHGFHH86DA,77.85,1.68,8.13,有,
1008,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２６６號二十一樓,12.09,都市：其他:中心商業區,,,1101016,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,144.72,3,2,2,有,有,11800000,85152,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPTTMLSKKHHGFHH96DA,72.01,1.68,7.56,有,
1009,龜山區,房地(土地+建物),桃園市龜山區文化一路２６８號十五樓,9.06,都市：其他:中心商業區,,,1100918,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,92.71000000000001,2,2,2,有,有,7830000,84457,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWTMLSKKHHGFHH27DA,56.18,1.3,5.06,有,
1010,龜山區,房地(土地+建物),桃園市龜山區文化一路２６８號二十樓,9.06,都市：其他:中心商業區,,,1100912,土地1建物1車位0,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,92.71000000000001,2,2,2,有,有,7900000,85212,,0.0,0,預售屋、或土地及建物分件登記案件；,RPRUMLSKKHHGFHH86DA,56.18,1.3,5.06,有,
1011,龜山區,房地(土地+建物),桃園市龜山區文化一路２７２號十六樓,9.06,都市：其他:中心商業區,,,1100328,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,92.71000000000001,2,2,2,有,有,7500000,80897,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVUMLSKKHHGFHH27DA,56.18,1.3,5.06,有,
1012,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２７２號二十二樓,9.35,都市：其他:中心商業區,,,1100315,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,116.47,2,2,2,有,有,8800000,79819,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPSVMLSKKHHGFHH07DA,56.18,1.3,5.06,有,
1013,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２７８號十五樓,13.09,都市：其他:中心商業區,,,1100327,土地1建物1車位1,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,154.81,3,2,2,有,有,11790000,79664,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPVWMLSKKHHGFHH47DA,78.26,1.68,8.13,有,
1014,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２７８號十八樓,13.09,都市：其他:中心商業區,,,1100501,土地1建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,154.81,3,2,2,有,有,12200000,81267,坡道平面,23.76,1550000,預售屋、或土地及建物分件登記案件；,RPONNLSKKHHGFHH58DA,78.26,1.68,8.13,有,
1015,龜山區,房地(土地+建物),桃園市龜山區文化一路２７０號二十一樓,9.35,都市：其他:中心商業區,,,1100321,土地1建物1車位0,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,96.22,2,2,2,有,有,7920000,82311,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPONLSKKHHGFHH78DA,59.15,1.3,4.33,有,
1016,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２２２號十六樓,8.78,都市：其他:中心商業區,,,1090320,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,111.07,2,2,2,有,有,7550000,71011,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPTOMLLLKHHGFHH48DA,52.89,1.3,4.67,有,
1017,龜山區,房地(土地+建物),桃園市龜山區文化一路２２２號十八樓,8.49,都市：其他:中心商業區,,,1090726,土地1建物1車位0,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,87.31,2,2,2,有,有,6730000,77082,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWOMLLLKHHGFHH78DA,52.89,1.3,4.67,有,
1018,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２３０號二十三樓,13.24,都市：其他:中心商業區,,,1091119,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,155.69,3,2,2,有,有,11830000,77920,坡道平面,23.76,1550000,預售屋、或土地及建物分件登記案件；,RPOQMLLLKHHGFHH18DA,80.76,1.6,6.59,有,
1019,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２３２號二十三樓,12.09,都市：其他:中心商業區,,,1101017,土地1建物1車位1,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,144.51,3,2,2,有,有,12200000,87785,坡道平面,23.76,1600000,預售屋、或土地及建物分件登記案件；,RPORMLLLKHHGFHH28DA,72.33,1.68,7.48,有,
1020,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２２８號十九樓,9.06,都市：其他:中心商業區,,,1090516,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,112.97,2,2,2,有,有,7800000,72301,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPURMLLLKHHGFHH88DA,55.03,1.3,3.71,有,
1021,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２２８號二十一樓,9.06,都市：其他:中心商業區,,,1081002,土地1建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,112.97,2,2,2,有,有,7800000,72301,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPWRMLLLKHHGFHH09DA,55.03,1.3,3.71,有,
1022,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２２６號十六樓,9.06,都市：其他:中心商業區,,,1090215,土地1建物1車位1,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,112.97,2,2,2,有,有,7700000,71741,坡道平面,23.76,1300000,預售屋、或土地及建物分件登記案件；,RPPSMLLLKHHGFHH48DA,55.03,1.3,3.71,有,
1023,龜山區,房地(土地+建物),桃園市龜山區文化一路２２６號十七樓,8.78,都市：其他:中心商業區,,,1090517,土地1建物1車位0,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,89.21000000000001,2,2,2,有,有,6600000,73983,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQSMLLLKHHGFHH58DA,55.03,1.3,3.71,有,
1024,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１８號十七樓,12.09,都市：其他:中心商業區,,,1090723,土地1建物1車位1,十七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,144.28,3,2,2,有,有,10580000,75340,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPPTMLLLKHHGFHH58DA,72.1,1.68,7.48,有,
1025,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１８號十九樓,12.09,都市：其他:中心商業區,,,1090920,土地1建物1車位1,十九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,144.28,3,2,2,有,有,10680000,75755,坡道平面,23.76,1550000,預售屋、或土地及建物分件登記案件；,RPRTMLLLKHHGFHH78DA,72.1,1.68,7.48,有,
1026,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２１８號二十二樓,12.09,都市：其他:中心商業區,,,1080721,土地1建物1車位1,二十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,144.28,3,2,2,有,有,10250000,73432,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPUTMLLLKHHGFHH09DA,72.1,1.68,7.48,有,
1027,龜山區,房地(土地+建物)+車位,桃園市龜山區光路千禧新城２８號五樓,30.35,都市：其他:第二種住宅區,,,1110208,土地4建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910117,175.41,4,1,2,有,有,9000000,51308,坡道平面,0.0,0,,RPQRMLLJLHHGFHH38DA,100.37,0.0,10.3,有,302.0
1029,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２０８號八樓,9.5,都市：其他:中心商業區,,,1080928,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,117.11,2,2,2,有,有,7820000,69309,坡道平面,23.76,1350000,預售屋、或土地及建物分件登記案件；,RPRRMLPLKHHGFHH98DA,56.39,1.3,5.22,有,
1031,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路２７２號七樓,9.35,都市：其他:中心商業區,,,1100306,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,116.47,2,2,2,有,有,8550000,77122,坡道平面,23.76,1400000,預售屋、或土地及建物分件登記案件；,RPURMLPLKHHGFHH66DA,56.18,1.3,5.06,有,
1032,龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路３２８號三樓,11.94,都市：其他:中心商業區,,,1080831,土地1建物1車位1,三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101119,143.09,3,2,2,有,有,10900000,78773,坡道平面,23.76,1500000,預售屋、或土地及建物分件登記案件；,RPXRMLPLKHHGFHH96DA,73.06,0.0,6.56,有,
