,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
1127,北區,房地(土地+建物)+車位,臺中市北區育樂街８２號十三樓之３,9.66,商,,,1101221,土地2建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,100.43,1,2,1,有,有,8420000,103779,坡道平面,33.75,1500000,預售屋、或土地及建物分件登記案件；,RPWQMLSJLHHGFBB38DA,39.94,0.0,4.26,有,
1128,北區,房地(土地+建物)+車位,臺中市北區育樂街８２號三樓之７,9.75,商,,,1110118,土地2建物1車位1,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,102.58000000000001,1,2,1,有,有,9050000,115207,坡道平面,35.31,1300000,預售屋、或土地及建物分件登記案件；,RPORMLSJLHHGFBB67DA,40.19,0.0,4.26,有,
1129,北區,房地(土地+建物)+車位,臺中市北區育樂街８８號二樓之５,18.44,商,,,1110104,土地2建物1車位1,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,155.42000000000002,3,2,2,有,有,14560000,110399,坡道平面,35.31,1300000,預售屋、或土地及建物分件登記案件；,RPQQMLSJLHHGFBB77DA,79.64,0.0,4.49,有,
1130,北區,房地(土地+建物)+車位,臺中市北區博館二街１號二十樓,24.57,商,,,1070609,土地1建物1車位2,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101027,251.26999999999998,3,2,2,有,有,23430000,123226,坡道平面,81.42,2500000,,RPQSMLOJLHHGFBB57DA,101.38,0.0,10.91,有,
1131,北屯區,房地(土地+建物)+車位,臺中市北屯區瀋陽路二段１７５號十四樓之２０,11.85,住,,,1101226,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961231,117.32999999999998,1,1,1,有,有,10050000,85656,坡道平面,19.99,0,,RPSSMLOJLHHGFBB77DA,50.74,0.57,14.9,有,
1132,北區,房地(土地+建物)+車位,臺中市北區博館二街１號八樓,24.57,商,,,1070103,土地1建物1車位2,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101027,251.26999999999998,3,2,2,有,有,21750000,110392,坡道平面,81.42,3000000,,RPRSMLMJLHHGFBB47DA,101.38,0.0,10.91,有,
1137,北屯區,房地(土地+建物),臺中市北屯區北屯路２１０號１１樓之１８,4.88,商,,,1110226,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830208,47.96,1,1,1,有,有,2800000,58382,,0.0,0,,RPPNMLLJLHHGFBB66DA,29.84,0.0,5.93,有,
1138,北屯區,房地(土地+建物)+車位,臺中市北屯區崇德路三段６６８號十二樓之５,21.13,商,,,1101017,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070914,212.29,4,2,3,有,有,19980000,94117,坡道平面,26.83,0,,RPXOMLQKKHHGFBB08DA,113.81,0.0,12.35,有,284.0
1142,南區,房地(土地+建物)+車位,臺中市南區三民西路３７３之１號１１樓,10.73,商,,,1110203,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941011,128.64,3,2,2,有,有,11200000,87065,坡道機械,11.96,0,,RPTPMLOKLHHGFAB57DA,72.99,0.0,13.36,有,
1145,西區,房地(土地+建物),臺中市西區三民路一段５０巷８號５樓之４,1.81,商,,,1110215,土地2建物1車位0,五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840113,23.740000000000002,0,0,0,無,有,1320000,55602,,0.0,0,,RPRNMLOKLHHGFAB17DA,14.82,0.0,0.0,有,
1148,北區,房地(土地+建物)+車位,臺中市北區博館二街７號十樓,25.65,商,,,1061120,土地1建物1車位2,十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101027,262.55,3,2,2,有,有,25150000,118975,坡道平面,81.42,3600000,,RPUNMLNJJHHGFBB17DA,108.79,0.0,10.97,有,
1149,北屯區,房地(土地+建物),臺中市北屯區崇德路二段３１９號７樓之２,11.27,商,,,1110110,土地2建物1車位0,七層，八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861001,166.82999999999998,4,2,3,有,有,9300000,55745,,0.0,0,急買急賣；,RPXRMLLKJHHGFBB77DA,90.78,13.75,12.72,有,
1151,南區,房地(土地+建物),臺中市南區學府路１３５巷２弄１１號２樓之１,11.69,住,,,1110210,土地4建物2車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,241.81,4,2,2,有,有,8300000,34324,,0.0,0,,RPPNMLRJLHHGFAB17DA,69.75,16.88,13.19,有,
1152,西區,房地(土地+建物)+車位,臺中市西區大進街１２２號１０樓之２,12.2,住,,,1110304,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830114,115.4,3,2,1,有,有,7200000,62392,坡道平面,0.0,0,,RPRPMLSJLHHGFAB67DA,60.58,2.37,12.57,有,
1154,南區,房地(土地+建物),臺中市南區仁義街８６－１４號,3.3,住,,,1110308,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840107,30.27,0,0,0,無,有,1800000,59465,,0.0,0,,RPXPMLTJLHHGFAB38DA,19.6,3.1,0.0,有,
1158,南區,房地(土地+建物),臺中市南區光輝街９０巷５號８樓之２,11.99,住,,,1110218,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840220,106.02000000000001,3,2,2,有,有,7330000,69138,,0.0,0,,RPPNMLOJLHHGFAB86DA,65.58,0.0,12.48,有,
1159,南區,房地(土地+建物)+車位,臺中市南區南和路１５１號十三樓之一,17.02,住,,,1101129,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030821,159.75,3,2,2,有,有,15880000,99405,坡道平面,28.17,0,,RPRNMLSKKHHGFAB47DA,76.4,3.04,10.26,有,289.0
1165,南區,房地(土地+建物)+車位,臺中市南區學府路１３７號５樓之１,14.05,住,,,1110213,土地4建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860925,145.42000000000002,4,2,2,有,有,9580000,65878,坡道機械,0.0,1000000,,RPRNMLQLKHHGFAB37DA,97.18,0.0,10.58,有,
1172,中區,房地(土地+建物),臺中市中區中華路一段１２１號１５樓之１７,1.65,商,,,1110217,土地1建物1車位0,十五層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850520,34.08,1,1,2,有,有,2200000,64554,,0.0,0,陽台外推；夾層；其他增建；,RPSOMLRKKHHGFAB57DA,20.21,1.48,1.98,有,
2,鼓山區,房地(土地+建物)+車位,高雄市鼓山區河西一路１３５３號七樓,44.26,住,,,1110116,土地1建物1車位2,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951004,343.03,4,2,3,有,有,27100000,79002,坡道平面,67.44,0,,RPTPMLSKKHHGFAE18DA,161.8,2.51,17.36,有,
3,前金區,房地(土地+建物),高雄市前金區六合二路１０６號十二樓之６,3.52,商,,,1110120,土地1建物1車位0,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100702,67.69,2,1,1,有,有,5500000,81253,,0.0,0,,RPVOMLMLKHHGFAE77DA,37.98,1.08,4.23,有,1.0
5,前金區,房地(土地+建物),高雄市前金區市中一路９９號十四樓之８,4.78,商,,,1110117,土地1建物1車位0,十四層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910618,61.230000000000004,1,1,1,有,有,3800000,62061,,0.0,0,,RPQNMLNJLHHGFAE17DA,37.24,0.0,4.43,有,
7,鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術館路２７７號九樓,23.6,住,,,1101014,土地1建物1車位1,九層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940831,208.24,3,2,2,有,有,17000000,81637,坡道平面,32.6,0,親友、員工、共有人或其他特殊關係間之交易；,RPTPMLRJLHHGFAE08DA,108.81,3.3,12.72,有,
8,前金區,房地(土地+建物)+車位,高雄市前金區七賢二路２８０號十二樓,10.11,商,,,1110208,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010926,150.35999999999999,3,2,2,有,有,13650000,90782,坡道平面,19.31,0,,RPPQMLRJLHHGFAE77DA,76.34,2.1,8.94,有,3.0
9,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９６號十三樓,21.57,住,,,1101028,土地2建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,211.4,3,2,2,有,有,16700000,78997,坡道平面,40.75,0,,RPXOMLSJLHHGFAE48DA,84.22,5.65,18.49,有,
10,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９６號四樓,20.47,住,,,1101024,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,200.26,3,2,2,有,有,17700000,88385,坡道平面,29.61,0,,RPOPMLSJLHHGFAE67DA,84.22,5.65,18.49,有,
11,前金區,房地(土地+建物)+車位,高雄市前金區市中一路９０號十一樓,13.7,住,,,1101204,土地2建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101201,135.26,3,2,2,有,有,11430000,84504,坡道機械,11.14,0,,RPPPMLSJLHHGFAE77DA,69.22,2.93,6.67,有,
13,鼓山區,房地(土地+建物),高雄市鼓山區裕國街３４１號十三樓之２,9.55,住,,,1101109,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931104,80.61,2,2,1,有,有,6500000,80635,,0.0,0,含傢俱設備費；,RPPNMLTJLHHGFAE67DA,51.04,0.0,4.61,有,
18,苓雅區,房地(土地+建物)+車位,高雄市苓雅區和平一路３０６號九樓,14.51,住,,,1101217,土地2建物1車位1,九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土構造,1080709,228.13,3,2,2,有,有,21400000,97219,坡道平面,26.01,1750000,,RPTQMLLJLHHGFBE67DA,114.97,6.13,6.26,有,
19,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號四樓之１,25.71,住,,,1091108,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,183.24,3,2,2,有,有,13386000,75795,坡道平面,32.36,1950000,面積誤差價款找補原賣賣總價款13300000找補後買賣總價款13386000預售屋、或土地及建物分件登記案件；,RPPNMLSJLHHGFBE67DA,78.86,0.0,18.01,有,
20,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號九樓之１,25.86,住,,,1101229,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,183.82999999999998,3,2,2,有,有,13900000,78894,坡道平面,32.36,1950000,,RPQNMLSJLHHGFBE77DA,78.68,0.0,18.57,有,
21,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號八樓之２,18.99,住,,,1101128,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,135.44,2,2,2,有,有,10000000,79550,坡道平面,32.36,1800000,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLSJLHHGFBE87DA,56.88,0.0,9.31,有,
22,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號六樓之３,18.85,住,,,1091218,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,134.53,2,2,1,有,有,9600000,76833,坡道平面,32.36,1750000,預售屋、或土地及建物分件登記案件；,RPSNMLSJLHHGFBE97DA,56.88,0.0,8.71,有,
23,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號十樓之３,18.85,住,,,1100629,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,134.53,2,2,2,有,有,10150000,81727,坡道平面,32.36,1800000,預售屋、或土地及建物分件登記案件；,RPTNMLSJLHHGFBE08DA,56.88,0.0,8.71,有,
24,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號十樓之５,28.05,住,,,1101224,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,199.58999999999997,3,2,2,有,有,14900000,81560,坡道平面,64.72,3900000,,RPUNMLSJLHHGFBE18DA,71.88,0.0,14.72,有,
25,苓雅區,房地(土地+建物)+車位,高雄市苓雅區明德街１２３號十樓之１,30.24,住,,,1100214,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101101,215.60000000000002,3,2,2,有,有,15888000,82436,坡道平面,64.72,3450000,面積誤差價款找補原買賣總價款15800000找補後買賣總價款15888000預售屋、或土地及建物分件登記案件；,RPVNMLSJLHHGFBE28DA,78.86,0.0,18.01,有,
29,苓雅區,房地(土地+建物)+車位,高雄市苓雅區中正二路１８６號六樓之１,5.08,商,,,1110212,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100201,86.43,2,1,1,有,有,8000000,92560,升降機械,16.54,0,,RPQPMLSJLHHGFBE97DA,40.34,1.8,2.59,有,6.0
34,前鎮區,房地(土地+建物)+車位,高雄市前鎮區籬仔內路２７號十四樓,18.58,住,,,1110115,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100730,190.12,3,2,2,有,有,16360000,86051,坡道平面,24.37,0,,RPTOMLTKJHHGFCE28DA,91.21,9.86,6.83,有,
35,小港區,房地(土地+建物),高雄市小港區華山路２２１號五樓之３,15.75,商,,,1110208,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950510,141.35,4,2,2,有,有,8000000,56597,,0.0,0,土地增值稅等費用全部由買方負擔。,RPPOMLTJKHHGFCE87DA,79.32,2.8,8.9,有,
42,前鎮區,房地(土地+建物)+車位,高雄市前鎮區籬仔內路５號十三樓,17.66,住,,,1110105,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100730,181.86,3,2,2,有,有,16300000,89629,坡道平面,24.57,0,,RPUOMLLJLHHGFCE67DA,90.92,1.5,10.1,有,
44,前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路３６３號十九樓,24.39,商,,,1110128,土地1建物1車位2,十九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,286.24,4,2,2,有,有,22800000,79653,坡道平面,32.53,0,陽台外推；,RPQNMLSJLHHGFCE87DA,154.07,4.46,17.06,有,8.0
47,前鎮區,房地(土地+建物)+車位,高雄市前鎮區鄭和南路３６１號九樓,17.56,商,,,1110211,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960509,211.79000000000002,4,2,2,有,有,16680000,78757,坡道平面,23.87,0,,RPUOMLSJLHHGFCE38DA,111.98,3.77,13.59,有,
50,小港區,房地(土地+建物)+車位,高雄市小港區港信路６８號二樓,14.76,商,,,1100829,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1101012,163.85000000000002,4,2,2,有,有,8810000,53769,坡道平面,24.6,0,,RPWNMLTJLHHGFCE58DA,83.46,0.0,7.96,有,11.0
53,三民區,房地(土地+建物)+車位,高雄市三民區鼎文街７０號九樓,19.66,住,,,1110123,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890929,139.34,4,2,2,有,有,9680000,69470,坡道平面,23.35,0,,RPWOMLSLJHHGFDE68DA,76.78,3.08,7.19,有,
54,三民區,房地(土地+建物)+車位,高雄市三民區正忠路２６９之１號十九樓之１,14.52,商,,,1110118,土地1建物1車位1,十九層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840509,183.48000000000002,3,2,2,有,有,7900000,43056,坡道平面,34.3,0,,RPQNMLRJKHHGFDE77DA,150.66,3.46,8.96,有,
57,三民區,房地(土地+建物),高雄市三民區鼎華路２２０號八樓,10.11,商,,,1110215,土地1建物1車位0,八層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951207,115.37,3,2,2,有,有,7600000,65875,,0.0,0,陽台外推；,RPUNMLQKKHHGFDE18DA,63.01,2.1,13.59,有,
61,三民區,房地(土地+建物)+車位,高雄市三民區北安街９２號十四樓,17.34,住,,,1081012,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101020,142.20999999999998,2,2,2,有,有,10700000,75241,坡道平面,28.98,0,預售屋、或土地及建物分件登記案件；,RPTQMLPLKHHGFDE38DA,61.24,6.39,4.26,有,
73,三民區,房地(土地+建物)+車位,高雄市三民區北平一街１０６號十三樓之２,12.36,住,,,1101231,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1100928,89.77,2,1,1,有,有,8330000,84719,坡道機械,6.2,1250000,,RPQRMLSJLHHGFDE38DA,46.15,3.57,5.75,有,
76,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十六街１３２３號十一樓,21.42,住,,,1111009,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1041216,150.87,3,2,2,有,有,10000000,66282,坡道平面,18.82,0,另附一格機車位,RPPNMLPLJHHGFEE67DA,74.27,1.95,6.31,有,19.0
77,楠梓區,房地(土地+建物)+車位,高雄市楠梓區朝明路１１６巷５７號十一樓,13.88,住,,,1110124,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1060123,138.36,3,2,2,有,有,9050000,65409,坡道平面,37.6,0,,RPTNMLSJKHHGFEE28DA,60.92,3.69,2.86,有,20.0
78,楠梓區,房地(土地+建物),高雄市楠梓區大學二十街５２號二樓,8.96,商,,,1110113,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1050819,90.61,2,2,1,有,有,5450000,60148,,0.0,0,,RPVNMLKKKHHGFEE77DA,53.49,0.0,5.59,有,21.0
80,左營區,房地(土地+建物)+車位,高雄市左營區新莊一路１３１號二十二樓之３,13.19,住,,,1110127,土地1建物1車位1,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830811,175.09,4,2,2,有,有,10800000,61683,坡道平面,0.0,0,含裝潢費；,RPXOMLQKKHHGFEE68DA,103.77,0.0,16.96,有,23.0
83,楠梓區,房地(土地+建物),高雄市楠梓區德富街２６８號十四樓,15.66,住,,,1110219,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土,1060524,116.66,2,2,2,有,有,7300000,62575,,0.0,0,,RPQOMLMLKHHGFEE67DA,62.46,2.01,12.9,有,24.0
84,左營區,房地(土地+建物),高雄市左營區果峰街２０號九樓,25.71,住,,,1110222,土地2建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0741129,108.05,3,2,2,有,有,3200000,29616,,0.0,0,,RPVOMLNLKHHGFEE28DA,78.47,0.0,13.59,有,
85,楠梓區,房地(土地+建物)+車位,高雄市楠梓區旗楠路１２６巷９８號十七樓,13.56,商,,,1110210,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0811222,111.72,3,2,2,有,有,6500000,58181,坡道平面,0.0,0,,RPUUMLNLKHHGFEE78DA,76.85,1.02,9.2,有,25.0
